OrderDate,OrderID,ProductID,CustomerID,SalesID,ShippedDate,ShipperName,UnitPrice,Quantity,Freight
20-Feb-1997,10452,PRD028,CST071,SLS008,26-Feb-1997,Speedy Express,36.40,15,140.26
20-Feb-1997,10452,PRD044,CST071,SLS008,26-Feb-1997,Speedy Express,15.50,100,140.26
21-Feb-1997,10453,PRD048,CST004,SLS001,26-Feb-1997,United Package,10.20,15,25.36
21-Feb-1997,10453,PRD070,CST004,SLS001,26-Feb-1997,United Package,12.00,25,25.36
21-Feb-1997,10454,PRD016,CST041,SLS004,25-Feb-1997,Federal Shipping,13.90,20,2.74
21-Feb-1997,10454,PRD033,CST041,SLS004,25-Feb-1997,Federal Shipping,2.00,20,2.74
21-Feb-1997,10454,PRD046,CST041,SLS004,25-Feb-1997,Federal Shipping,9.60,10,2.74
24-Feb-1997,10455,PRD039,CST087,SLS008,3-Mar-1997,United Package,14.40,20,180.45
24-Feb-1997,10455,PRD053,CST087,SLS008,3-Mar-1997,United Package,26.20,50,180.45
24-Feb-1997,10455,PRD061,CST087,SLS008,3-Mar-1997,United Package,22.80,25,180.45
24-Feb-1997,10455,PRD071,CST087,SLS008,3-Mar-1997,United Package,17.20,30,180.45
25-Feb-1997,10456,PRD021,CST039,SLS008,28-Feb-1997,United Package,8.00,40,8.12
25-Feb-1997,10456,PRD049,CST039,SLS008,28-Feb-1997,United Package,16.00,21,8.12
25-Feb-1997,10457,PRD059,CST039,SLS002,3-Mar-1997,Speedy Express,44.00,36,11.57
26-Feb-1997,10458,PRD026,CST076,SLS007,4-Mar-1997,Federal Shipping,24.90,30,147.06
26-Feb-1997,10458,PRD028,CST076,SLS007,4-Mar-1997,Federal Shipping,36.40,30,147.06
26-Feb-1997,10458,PRD043,CST076,SLS007,4-Mar-1997,Federal Shipping,36.80,20,147.06
26-Feb-1997,10458,PRD056,CST076,SLS007,4-Mar-1997,Federal Shipping,30.40,15,147.06
26-Feb-1997,10458,PRD071,CST076,SLS007,4-Mar-1997,Federal Shipping,17.20,50,147.06
27-Feb-1997,10459,PRD072,CST084,SLS004,28-Feb-1997,United Package,27.80,40,25.09
27-Feb-1997,10459,PRD007,CST084,SLS004,28-Feb-1997,United Package,24.00,16,25.09
27-Feb-1997,10459,PRD046,CST084,SLS004,28-Feb-1997,United Package,9.60,20,25.09
28-Feb-1997,10460,PRD068,CST024,SLS008,3-Mar-1997,Speedy Express,10.00,21,16.27
28-Feb-1997,10460,PRD075,CST024,SLS008,3-Mar-1997,Speedy Express,6.20,4,16.27
28-Feb-1997,10461,PRD021,CST046,SLS001,5-Mar-1997,Federal Shipping,8.00,40,148.61
28-Feb-1997,10461,PRD030,CST046,SLS001,5-Mar-1997,Federal Shipping,20.70,28,148.61
28-Feb-1997,10461,PRD055,CST046,SLS001,5-Mar-1997,Federal Shipping,19.20,60,148.61
3-Mar-1997,10462,PRD013,CST016,SLS002,18-Mar-1997,Speedy Express,4.80,1,6.17
3-Mar-1997,10462,PRD023,CST016,SLS002,18-Mar-1997,Speedy Express,7.20,21,6.17
4-Mar-1997,10463,PRD019,CST076,SLS005,6-Mar-1997,Federal Shipping,7.30,21,14.78
4-Mar-1997,10463,PRD042,CST076,SLS005,6-Mar-1997,Federal Shipping,11.20,50,14.78
4-Mar-1997,10464,PRD043,CST028,SLS004,14-Mar-1997,United Package,36.80,3,89.00
4-Mar-1997,10464,PRD060,CST028,SLS004,14-Mar-1997,United Package,27.20,20,89.00
4-Mar-1997,10464,PRD004,CST028,SLS004,14-Mar-1997,United Package,17.60,16,89.00
4-Mar-1997,10464,PRD056,CST028,SLS004,14-Mar-1997,United Package,30.40,30,89.00
5-Mar-1997,10465,PRD024,CST083,SLS001,14-Mar-1997,Federal Shipping,3.60,25,145.04
5-Mar-1997,10465,PRD040,CST083,SLS001,14-Mar-1997,Federal Shipping,14.70,20,145.04
5-Mar-1997,10465,PRD050,CST083,SLS001,14-Mar-1997,Federal Shipping,13.00,25,145.04
5-Mar-1997,10465,PRD029,CST083,SLS001,14-Mar-1997,Federal Shipping,99.00,18,145.04
5-Mar-1997,10465,PRD045,CST083,SLS001,14-Mar-1997,Federal Shipping,7.60,30,145.04
6-Mar-1997,10466,PRD011,CST015,SLS004,13-Mar-1997,Speedy Express,16.80,10,11.93
6-Mar-1997,10466,PRD046,CST015,SLS004,13-Mar-1997,Speedy Express,9.60,5,11.93
6-Mar-1997,10467,PRD024,CST049,SLS008,11-Mar-1997,United Package,3.60,28,4.93
6-Mar-1997,10467,PRD025,CST049,SLS008,11-Mar-1997,United Package,11.20,12,4.93
7-Mar-1997,10468,PRD030,CST039,SLS003,12-Mar-1997,Federal Shipping,20.70,8,44.12
7-Mar-1997,10468,PRD043,CST039,SLS003,12-Mar-1997,Federal Shipping,36.80,15,44.12
10-Mar-1997,10469,PRD002,CST089,SLS001,14-Mar-1997,Speedy Express,15.20,40,60.18
10-Mar-1997,10469,PRD016,CST089,SLS001,14-Mar-1997,Speedy Express,13.90,35,60.18
10-Mar-1997,10469,PRD044,CST089,SLS001,14-Mar-1997,Speedy Express,15.50,2,60.18
11-Mar-1997,10470,PRD018,CST009,SLS004,14-Mar-1997,United Package,50.00,30,64.56
11-Mar-1997,10470,PRD023,CST009,SLS004,14-Mar-1997,United Package,7.20,15,64.56
11-Mar-1997,10470,PRD064,CST009,SLS004,14-Mar-1997,United Package,26.60,8,64.56
11-Mar-1997,10471,PRD007,CST011,SLS002,18-Mar-1997,Federal Shipping,24.00,30,45.59
11-Mar-1997,10471,PRD056,CST011,SLS002,18-Mar-1997,Federal Shipping,30.40,20,45.59
12-Mar-1997,10472,PRD051,CST072,SLS008,19-Mar-1997,Speedy Express,42.40,18,4.20
12-Mar-1997,10472,PRD024,CST072,SLS008,19-Mar-1997,Speedy Express,3.60,80,4.20
13-Mar-1997,10473,PRD033,CST038,SLS001,21-Mar-1997,Federal Shipping,2.00,12,16.37
13-Mar-1997,10473,PRD071,CST038,SLS001,21-Mar-1997,Federal Shipping,17.20,12,16.37
13-Mar-1997,10474,PRD014,CST058,SLS005,21-Mar-1997,United Package,18.60,12,83.49
13-Mar-1997,10474,PRD028,CST058,SLS005,21-Mar-1997,United Package,36.40,18,83.49
13-Mar-1997,10474,PRD040,CST058,SLS005,21-Mar-1997,United Package,14.70,21,83.49
13-Mar-1997,10474,PRD075,CST058,SLS005,21-Mar-1997,United Package,6.20,10,83.49
14-Mar-1997,10475,PRD031,CST076,SLS009,4-Apr-1997,Speedy Express,10.00,35,68.52
14-Mar-1997,10475,PRD066,CST076,SLS009,4-Apr-1997,Speedy Express,13.60,60,68.52
14-Mar-1997,10475,PRD076,CST076,SLS009,4-Apr-1997,Speedy Express,14.40,42,68.52
17-Mar-1997,10476,PRD070,CST035,SLS008,24-Mar-1997,Federal Shipping,12.00,12,4.41
17-Mar-1997,10476,PRD055,CST035,SLS008,24-Mar-1997,Federal Shipping,19.20,2,4.41
17-Mar-1997,10477,PRD001,CST060,SLS005,25-Mar-1997,United Package,14.40,15,13.02
17-Mar-1997,10477,PRD021,CST060,SLS005,25-Mar-1997,United Package,8.00,21,13.02
17-Mar-1997,10477,PRD039,CST060,SLS005,25-Mar-1997,United Package,14.40,20,13.02
18-Mar-1997,10478,PRD010,CST084,SLS002,26-Mar-1997,Federal Shipping,24.80,20,4.81
19-Mar-1997,10479,PRD038,CST065,SLS003,21-Mar-1997,Federal Shipping,210.80,30,708.95
19-Mar-1997,10479,PRD053,CST065,SLS003,21-Mar-1997,Federal Shipping,26.20,28,708.95
19-Mar-1997,10479,PRD059,CST065,SLS003,21-Mar-1997,Federal Shipping,44.00,60,708.95
19-Mar-1997,10479,PRD064,CST065,SLS003,21-Mar-1997,Federal Shipping,26.60,30,708.95
20-Mar-1997,10480,PRD047,CST023,SLS006,24-Mar-1997,United Package,7.60,30,1.35
20-Mar-1997,10480,PRD059,CST023,SLS006,24-Mar-1997,United Package,44.00,12,1.35
20-Mar-1997,10481,PRD049,CST067,SLS008,25-Mar-1997,United Package,16.00,24,64.33
20-Mar-1997,10481,PRD060,CST067,SLS008,25-Mar-1997,United Package,27.20,40,64.33
21-Mar-1997,10482,PRD040,CST043,SLS001,10-Apr-1997,Federal Shipping,14.70,10,7.48
24-Mar-1997,10483,PRD034,CST089,SLS007,25-Apr-1997,United Package,11.20,35,15.28
24-Mar-1997,10483,PRD077,CST089,SLS007,25-Apr-1997,United Package,10.40,30,15.28
24-Mar-1997,10484,PRD021,CST011,SLS003,1-Apr-1997,Federal Shipping,8.00,14,6.88
24-Mar-1997,10484,PRD040,CST011,SLS003,1-Apr-1997,Federal Shipping,14.70,10,6.88
24-Mar-1997,10484,PRD051,CST011,SLS003,1-Apr-1997,Federal Shipping,42.40,3,6.88
25-Mar-1997,10485,PRD002,CST047,SLS004,31-Mar-1997,United Package,15.20,20,64.45
25-Mar-1997,10485,PRD003,CST047,SLS004,31-Mar-1997,United Package,8.00,20,64.45
25-Mar-1997,10485,PRD055,CST047,SLS004,31-Mar-1997,United Package,19.20,30,64.45
25-Mar-1997,10485,PRD070,CST047,SLS004,31-Mar-1997,United Package,12.00,60,64.45
26-Mar-1997,10486,PRD011,CST035,SLS001,2-Apr-1997,United Package,16.80,5,30.53
26-Mar-1997,10486,PRD051,CST035,SLS001,2-Apr-1997,United Package,42.40,25,30.53
26-Mar-1997,10486,PRD074,CST035,SLS001,2-Apr-1997,United Package,8.00,16,30.53
26-Mar-1997,10487,PRD019,CST062,SLS002,28-Mar-1997,United Package,7.30,5,71.07
26-Mar-1997,10487,PRD026,CST062,SLS002,28-Mar-1997,United Package,24.90,30,71.07
26-Mar-1997,10487,PRD054,CST062,SLS002,28-Mar-1997,United Package,5.90,24,71.07
27-Mar-1997,10488,PRD059,CST025,SLS008,2-Apr-1997,United Package,44.00,30,4.93
27-Mar-1997,10488,PRD073,CST025,SLS008,2-Apr-1997,United Package,12.00,20,4.93
28-Mar-1997,10489,PRD016,CST059,SLS006,9-Apr-1997,United Package,13.90,18,5.29
28-Mar-1997,10489,PRD011,CST059,SLS006,9-Apr-1997,United Package,16.80,15,5.29
31-Mar-1997,10490,PRD059,CST035,SLS007,3-Apr-1997,United Package,44.00,60,210.19
31-Mar-1997,10490,PRD068,CST035,SLS007,3-Apr-1997,United Package,10.00,30,210.19
31-Mar-1997,10490,PRD075,CST035,SLS007,3-Apr-1997,United Package,6.20,36,210.19
31-Mar-1997,10491,PRD044,CST028,SLS008,8-Apr-1997,Federal Shipping,15.50,15,16.96
31-Mar-1997,10491,PRD077,CST028,SLS008,8-Apr-1997,Federal Shipping,10.40,7,16.96
1-Apr-1997,10492,PRD025,CST010,SLS003,11-Apr-1997,Speedy Express,11.20,60,62.89
1-Apr-1997,10492,PRD042,CST010,SLS003,11-Apr-1997,Speedy Express,11.20,20,62.89
2-Apr-1997,10493,PRD065,CST041,SLS004,10-Apr-1997,Federal Shipping,16.80,15,10.64
2-Apr-1997,10493,PRD066,CST041,SLS004,10-Apr-1997,Federal Shipping,13.60,10,10.64
2-Apr-1997,10493,PRD069,CST041,SLS004,10-Apr-1997,Federal Shipping,28.80,10,10.64
2-Apr-1997,10494,PRD056,CST015,SLS004,9-Apr-1997,United Package,30.40,30,65.99
3-Apr-1997,10495,PRD023,CST042,SLS003,11-Apr-1997,Federal Shipping,7.20,10,4.65
3-Apr-1997,10495,PRD041,CST042,SLS003,11-Apr-1997,Federal Shipping,7.70,20,4.65
3-Apr-1997,10495,PRD077,CST042,SLS003,11-Apr-1997,Federal Shipping,10.40,5,4.65
4-Apr-1997,10496,PRD031,CST081,SLS007,7-Apr-1997,United Package,10.00,20,46.77
4-Apr-1997,10497,PRD056,CST044,SLS007,7-Apr-1997,Speedy Express,30.40,14,36.21
4-Apr-1997,10497,PRD072,CST044,SLS007,7-Apr-1997,Speedy Express,27.80,25,36.21
4-Apr-1997,10497,PRD077,CST044,SLS007,7-Apr-1997,Speedy Express,10.40,25,36.21
7-Apr-1997,10498,PRD024,CST035,SLS008,11-Apr-1997,United Package,4.50,14,29.75
7-Apr-1997,10498,PRD040,CST035,SLS008,11-Apr-1997,United Package,18.40,5,29.75
7-Apr-1997,10498,PRD042,CST035,SLS008,11-Apr-1997,United Package,14.00,30,29.75
8-Apr-1997,10499,PRD028,CST046,SLS004,16-Apr-1997,United Package,45.60,20,102.02
8-Apr-1997,10499,PRD049,CST046,SLS004,16-Apr-1997,United Package,20.00,25,102.02
9-Apr-1997,10500,PRD015,CST041,SLS006,17-Apr-1997,Speedy Express,15.50,12,42.68
9-Apr-1997,10500,PRD028,CST041,SLS006,17-Apr-1997,Speedy Express,45.60,8,42.68
9-Apr-1997,10501,PRD054,CST006,SLS009,16-Apr-1997,Federal Shipping,7.45,20,8.85
10-Apr-1997,10502,PRD045,CST058,SLS002,29-Apr-1997,Speedy Express,9.50,21,69.32
10-Apr-1997,10502,PRD053,CST058,SLS002,29-Apr-1997,Speedy Express,32.80,6,69.32
10-Apr-1997,10502,PRD067,CST058,SLS002,29-Apr-1997,Speedy Express,14.00,30,69.32
11-Apr-1997,10503,PRD014,CST037,SLS006,16-Apr-1997,United Package,23.25,70,16.74
11-Apr-1997,10503,PRD065,CST037,SLS006,16-Apr-1997,United Package,21.05,20,16.74
11-Apr-1997,10504,PRD002,CST089,SLS004,18-Apr-1997,Federal Shipping,19.00,12,59.13
11-Apr-1997,10504,PRD021,CST089,SLS004,18-Apr-1997,Federal Shipping,10.00,12,59.13
11-Apr-1997,10504,PRD053,CST089,SLS004,18-Apr-1997,Federal Shipping,32.80,10,59.13
11-Apr-1997,10504,PRD061,CST089,SLS004,18-Apr-1997,Federal Shipping,28.50,25,59.13
14-Apr-1997,10505,PRD062,CST051,SLS003,21-Apr-1997,Federal Shipping,49.30,3,7.13
15-Apr-1997,10506,PRD025,CST039,SLS009,2-May-1997,United Package,14.00,18,21.19
15-Apr-1997,10506,PRD070,CST039,SLS009,2-May-1997,United Package,15.00,14,21.19
15-Apr-1997,10507,PRD043,CST003,SLS007,22-Apr-1997,Speedy Express,46.00,15,47.45
15-Apr-1997,10507,PRD048,CST003,SLS007,22-Apr-1997,Speedy Express,12.75,15,47.45
16-Apr-1997,10508,PRD013,CST056,SLS001,13-May-1997,United Package,6.00,10,4.99
16-Apr-1997,10508,PRD039,CST056,SLS001,13-May-1997,United Package,18.00,10,4.99
17-Apr-1997,10509,PRD028,CST006,SLS004,29-Apr-1997,Speedy Express,45.60,3,0.15
18-Apr-1997,10510,PRD029,CST071,SLS006,28-Apr-1997,Federal Shipping,123.79,36,367.63
18-Apr-1997,10510,PRD075,CST071,SLS006,28-Apr-1997,Federal Shipping,7.75,36,367.63
18-Apr-1997,10511,PRD004,CST009,SLS004,21-Apr-1997,Federal Shipping,22.00,50,350.64
18-Apr-1997,10511,PRD007,CST009,SLS004,21-Apr-1997,Federal Shipping,30.00,50,350.64
18-Apr-1997,10511,PRD008,CST009,SLS004,21-Apr-1997,Federal Shipping,40.00,10,350.64
21-Apr-1997,10512,PRD024,CST021,SLS007,24-Apr-1997,United Package,4.50,10,3.53
21-Apr-1997,10512,PRD046,CST021,SLS007,24-Apr-1997,United Package,12.00,9,3.53
21-Apr-1997,10512,PRD047,CST021,SLS007,24-Apr-1997,United Package,9.50,6,3.53
21-Apr-1997,10512,PRD060,CST021,SLS007,24-Apr-1997,United Package,34.00,12,3.53
22-Apr-1997,10513,PRD021,CST086,SLS007,28-Apr-1997,Speedy Express,10.00,40,105.65
22-Apr-1997,10513,PRD032,CST086,SLS007,28-Apr-1997,Speedy Express,32.00,50,105.65
22-Apr-1997,10513,PRD061,CST086,SLS007,28-Apr-1997,Speedy Express,28.50,15,105.65
22-Apr-1997,10514,PRD020,CST020,SLS003,16-May-1997,United Package,81.00,39,789.95
22-Apr-1997,10514,PRD028,CST020,SLS003,16-May-1997,United Package,45.60,35,789.95
22-Apr-1997,10514,PRD056,CST020,SLS003,16-May-1997,United Package,38.00,70,789.95
22-Apr-1997,10514,PRD065,CST020,SLS003,16-May-1997,United Package,21.05,39,789.95
22-Apr-1997,10514,PRD075,CST020,SLS003,16-May-1997,United Package,7.75,50,789.95
23-Apr-1997,10515,PRD016,CST063,SLS002,23-May-1997,Speedy Express,17.45,50,204.47
23-Apr-1997,10515,PRD027,CST063,SLS002,23-May-1997,Speedy Express,43.90,120,204.47
23-Apr-1997,10515,PRD009,CST063,SLS002,23-May-1997,Speedy Express,97.00,16,204.47
23-Apr-1997,10515,PRD033,CST063,SLS002,23-May-1997,Speedy Express,2.50,16,204.47
23-Apr-1997,10515,PRD060,CST063,SLS002,23-May-1997,Speedy Express,34.00,84,204.47
24-Apr-1997,10516,PRD042,CST037,SLS002,1-May-1997,Federal Shipping,14.00,20,62.78
24-Apr-1997,10516,PRD018,CST037,SLS002,1-May-1997,Federal Shipping,62.50,25,62.78
24-Apr-1997,10516,PRD041,CST037,SLS002,1-May-1997,Federal Shipping,9.65,80,62.78
24-Apr-1997,10517,PRD052,CST053,SLS003,29-Apr-1997,Federal Shipping,7.00,6,32.07
24-Apr-1997,10517,PRD059,CST053,SLS003,29-Apr-1997,Federal Shipping,55.00,4,32.07
24-Apr-1997,10517,PRD070,CST053,SLS003,29-Apr-1997,Federal Shipping,15.00,6,32.07
25-Apr-1997,10518,PRD024,CST080,SLS004,5-May-1997,United Package,4.50,5,218.15
25-Apr-1997,10518,PRD038,CST080,SLS004,5-May-1997,United Package,263.50,15,218.15
25-Apr-1997,10518,PRD044,CST080,SLS004,5-May-1997,United Package,19.45,9,218.15
28-Apr-1997,10519,PRD056,CST014,SLS006,1-May-1997,Federal Shipping,38.00,40,91.76
28-Apr-1997,10519,PRD010,CST014,SLS006,1-May-1997,Federal Shipping,31.00,16,91.76
28-Apr-1997,10519,PRD060,CST014,SLS006,1-May-1997,Federal Shipping,34.00,10,91.76
29-Apr-1997,10520,PRD024,CST070,SLS007,1-May-1997,Speedy Express,4.50,8,13.37
29-Apr-1997,10520,PRD053,CST070,SLS007,1-May-1997,Speedy Express,32.80,5,13.37
29-Apr-1997,10521,PRD035,CST012,SLS008,2-May-1997,United Package,18.00,3,17.22
29-Apr-1997,10521,PRD041,CST012,SLS008,2-May-1997,United Package,9.65,10,17.22
29-Apr-1997,10521,PRD068,CST012,SLS008,2-May-1997,United Package,12.50,6,17.22
30-Apr-1997,10522,PRD008,CST044,SLS004,6-May-1997,Speedy Express,40.00,24,45.33
30-Apr-1997,10522,PRD001,CST044,SLS004,6-May-1997,Speedy Express,18.00,40,45.33
30-Apr-1997,10522,PRD030,CST044,SLS004,6-May-1997,Speedy Express,25.89,20,45.33
30-Apr-1997,10522,PRD040,CST044,SLS004,6-May-1997,Speedy Express,18.40,25,45.33
1-May-1997,10523,PRD017,CST072,SLS007,30-May-1997,United Package,39.00,25,77.63
1-May-1997,10523,PRD020,CST072,SLS007,30-May-1997,United Package,81.00,15,77.63
1-May-1997,10523,PRD037,CST072,SLS007,30-May-1997,United Package,26.00,18,77.63
1-May-1997,10523,PRD041,CST072,SLS007,30-May-1997,United Package,9.65,6,77.63
1-May-1997,10524,PRD010,CST005,SLS001,7-May-1997,United Package,31.00,2,244.79
1-May-1997,10524,PRD030,CST005,SLS001,7-May-1997,United Package,25.89,10,244.79
1-May-1997,10524,PRD043,CST005,SLS001,7-May-1997,United Package,46.00,60,244.79
1-May-1997,10524,PRD054,CST005,SLS001,7-May-1997,United Package,7.45,15,244.79
2-May-1997,10525,PRD036,CST009,SLS001,23-May-1997,United Package,19.00,30,11.06
2-May-1997,10525,PRD040,CST009,SLS001,23-May-1997,United Package,18.40,15,11.06
5-May-1997,10526,PRD013,CST087,SLS004,15-May-1997,United Package,6.00,10,58.59
5-May-1997,10526,PRD001,CST087,SLS004,15-May-1997,United Package,18.00,8,58.59
5-May-1997,10526,PRD056,CST087,SLS004,15-May-1997,United Package,38.00,30,58.59
5-May-1997,10527,PRD004,CST063,SLS007,7-May-1997,Speedy Express,22.00,50,41.90
5-May-1997,10527,PRD036,CST063,SLS007,7-May-1997,Speedy Express,19.00,30,41.90
6-May-1997,10528,PRD011,CST032,SLS006,9-May-1997,United Package,21.00,3,3.35
6-May-1997,10528,PRD072,CST032,SLS006,9-May-1997,United Package,34.80,9,3.35
6-May-1997,10528,PRD033,CST032,SLS006,9-May-1997,United Package,2.50,8,3.35
7-May-1997,10529,PRD055,CST050,SLS005,9-May-1997,United Package,24.00,14,66.69
7-May-1997,10529,PRD068,CST050,SLS005,9-May-1997,United Package,12.50,20,66.69
7-May-1997,10529,PRD069,CST050,SLS005,9-May-1997,United Package,36.00,10,66.69
8-May-1997,10530,PRD017,CST059,SLS003,12-May-1997,United Package,39.00,40,339.22
8-May-1997,10530,PRD043,CST059,SLS003,12-May-1997,United Package,46.00,25,339.22
8-May-1997,10530,PRD061,CST059,SLS003,12-May-1997,United Package,28.50,20,339.22
8-May-1997,10530,PRD076,CST059,SLS003,12-May-1997,United Package,18.00,50,339.22
8-May-1997,10531,PRD059,CST054,SLS007,19-May-1997,Speedy Express,55.00,2,8.12
9-May-1997,10532,PRD030,CST019,SLS007,12-May-1997,Federal Shipping,25.89,15,74.46
9-May-1997,10532,PRD066,CST019,SLS007,12-May-1997,Federal Shipping,17.00,24,74.46
12-May-1997,10533,PRD072,CST024,SLS008,22-May-1997,Speedy Express,34.80,24,188.04
12-May-1997,10533,PRD004,CST024,SLS008,22-May-1997,Speedy Express,22.00,50,188.04
12-May-1997,10533,PRD073,CST024,SLS008,22-May-1997,Speedy Express,15.00,24,188.04
12-May-1997,10534,PRD030,CST044,SLS008,14-May-1997,United Package,25.89,10,27.94
12-May-1997,10534,PRD040,CST044,SLS008,14-May-1997,United Package,18.40,10,27.94
12-May-1997,10534,PRD054,CST044,SLS008,14-May-1997,United Package,7.45,10,27.94
13-May-1997,10535,PRD011,CST003,SLS004,21-May-1997,Speedy Express,21.00,50,15.64
13-May-1997,10535,PRD040,CST003,SLS004,21-May-1997,Speedy Express,18.40,10,15.64
13-May-1997,10535,PRD057,CST003,SLS004,21-May-1997,Speedy Express,19.50,5,15.64
13-May-1997,10535,PRD059,CST003,SLS004,21-May-1997,Speedy Express,55.00,15,15.64
14-May-1997,10536,PRD031,CST044,SLS003,6-Jun-1997,United Package,12.50,20,58.88
14-May-1997,10536,PRD033,CST044,SLS003,6-Jun-1997,United Package,2.50,30,58.88
14-May-1997,10536,PRD012,CST044,SLS003,6-Jun-1997,United Package,38.00,15,58.88
14-May-1997,10536,PRD060,CST044,SLS003,6-Jun-1997,United Package,34.00,35,58.88
14-May-1997,10537,PRD031,CST068,SLS001,19-May-1997,Speedy Express,12.50,30,78.85
14-May-1997,10537,PRD051,CST068,SLS001,19-May-1997,Speedy Express,53.00,6,78.85
14-May-1997,10537,PRD058,CST068,SLS001,19-May-1997,Speedy Express,13.25,20,78.85
14-May-1997,10537,PRD072,CST068,SLS001,19-May-1997,Speedy Express,34.80,21,78.85
14-May-1997,10537,PRD073,CST068,SLS001,19-May-1997,Speedy Express,15.00,9,78.85
15-May-1997,10538,PRD070,CST011,SLS009,16-May-1997,Federal Shipping,15.00,7,4.87
15-May-1997,10538,PRD072,CST011,SLS009,16-May-1997,Federal Shipping,34.80,1,4.87
16-May-1997,10539,PRD013,CST011,SLS006,23-May-1997,Federal Shipping,6.00,8,12.36
16-May-1997,10539,PRD021,CST011,SLS006,23-May-1997,Federal Shipping,10.00,15,12.36
16-May-1997,10539,PRD033,CST011,SLS006,23-May-1997,Federal Shipping,2.50,15,12.36
16-May-1997,10539,PRD049,CST011,SLS006,23-May-1997,Federal Shipping,20.00,6,12.36
19-May-1997,10540,PRD003,CST063,SLS003,13-Jun-1997,Federal Shipping,10.00,60,"1,007.64"
19-May-1997,10540,PRD026,CST063,SLS003,13-Jun-1997,Federal Shipping,31.23,40,"1,007.64"
19-May-1997,10540,PRD038,CST063,SLS003,13-Jun-1997,Federal Shipping,263.50,30,"1,007.64"
19-May-1997,10540,PRD068,CST063,SLS003,13-Jun-1997,Federal Shipping,12.50,35,"1,007.64"
19-May-1997,10541,PRD024,CST034,SLS002,29-May-1997,Speedy Express,4.50,35,68.65
19-May-1997,10541,PRD038,CST034,SLS002,29-May-1997,Speedy Express,263.50,4,68.65
19-May-1997,10541,PRD065,CST034,SLS002,29-May-1997,Speedy Express,21.05,36,68.65
19-May-1997,10541,PRD071,CST034,SLS002,29-May-1997,Speedy Express,21.50,9,68.65
20-May-1997,10542,PRD011,CST039,SLS001,26-May-1997,Federal Shipping,21.00,15,10.95
20-May-1997,10542,PRD054,CST039,SLS001,26-May-1997,Federal Shipping,7.45,24,10.95
21-May-1997,10543,PRD012,CST046,SLS008,23-May-1997,United Package,38.00,30,48.17
21-May-1997,10543,PRD023,CST046,SLS008,23-May-1997,United Package,9.00,70,48.17
21-May-1997,10544,PRD028,CST048,SLS004,30-May-1997,Speedy Express,45.60,7,24.91
21-May-1997,10544,PRD067,CST048,SLS004,30-May-1997,Speedy Express,14.00,7,24.91
22-May-1997,10545,PRD011,CST043,SLS008,26-Jun-1997,United Package,21.00,10,11.92
23-May-1997,10546,PRD007,CST084,SLS001,27-May-1997,Federal Shipping,30.00,10,194.72
23-May-1997,10546,PRD035,CST084,SLS001,27-May-1997,Federal Shipping,18.00,30,194.72
23-May-1997,10546,PRD062,CST084,SLS001,27-May-1997,Federal Shipping,49.30,40,194.72
23-May-1997,10547,PRD036,CST072,SLS003,2-Jun-1997,United Package,19.00,60,178.43
23-May-1997,10547,PRD032,CST072,SLS003,2-Jun-1997,United Package,32.00,24,178.43
26-May-1997,10548,PRD041,CST079,SLS003,2-Jun-1997,United Package,9.65,14,1.43
26-May-1997,10548,PRD034,CST079,SLS003,2-Jun-1997,United Package,14.00,10,1.43
27-May-1997,10549,PRD031,CST063,SLS005,30-May-1997,Speedy Express,12.50,55,171.24
27-May-1997,10549,PRD045,CST063,SLS005,30-May-1997,Speedy Express,9.50,100,171.24
27-May-1997,10549,PRD051,CST063,SLS005,30-May-1997,Speedy Express,53.00,48,171.24
28-May-1997,10550,PRD019,CST030,SLS007,6-Jun-1997,Federal Shipping,9.20,10,4.32
28-May-1997,10550,PRD017,CST030,SLS007,6-Jun-1997,Federal Shipping,39.00,8,4.32
28-May-1997,10550,PRD021,CST030,SLS007,6-Jun-1997,Federal Shipping,10.00,6,4.32
28-May-1997,10550,PRD061,CST030,SLS007,6-Jun-1997,Federal Shipping,28.50,10,4.32
28-May-1997,10551,PRD044,CST028,SLS004,6-Jun-1997,Federal Shipping,19.45,40,72.95
28-May-1997,10551,PRD016,CST028,SLS004,6-Jun-1997,Federal Shipping,17.45,40,72.95
28-May-1997,10551,PRD035,CST028,SLS004,6-Jun-1997,Federal Shipping,18.00,20,72.95
29-May-1997,10552,PRD069,CST035,SLS002,5-Jun-1997,Speedy Express,36.00,18,83.22
29-May-1997,10552,PRD075,CST035,SLS002,5-Jun-1997,Speedy Express,7.75,30,83.22
30-May-1997,10553,PRD011,CST087,SLS002,3-Jun-1997,United Package,21.00,15,149.49
30-May-1997,10553,PRD016,CST087,SLS002,3-Jun-1997,United Package,17.45,14,149.49
30-May-1997,10553,PRD022,CST087,SLS002,3-Jun-1997,United Package,21.00,24,149.49
30-May-1997,10553,PRD031,CST087,SLS002,3-Jun-1997,United Package,12.50,30,149.49
30-May-1997,10553,PRD035,CST087,SLS002,3-Jun-1997,United Package,18.00,6,149.49
30-May-1997,10554,PRD016,CST056,SLS004,5-Jun-1997,Federal Shipping,17.45,30,120.97
30-May-1997,10554,PRD023,CST056,SLS004,5-Jun-1997,Federal Shipping,9.00,20,120.97
30-May-1997,10554,PRD062,CST056,SLS004,5-Jun-1997,Federal Shipping,49.30,20,120.97
